id,days_since_release,days_until_pop,days_from_pop_to_top,days_from_top_until_leave
1FIaoiLn0E5ilfE5T0P9xx,420,117,36,133
43tDjfz9Inw7Soy0jzxowN,609,306,36,101
371Up3WP7OqJNFPf0BiyUe,609,306,11,287
0GSHXM7PZ75f6ZwpekBq83,408,105,18,91
50YbE5MrvSu8Fz6A2dgTZ8,609,306,10,85
7fMQSofTl0qS9wEPHhRf4o,325,22,4,6
4E6RdcCWMiHTu7zy1VTNDo,301,0,1,300
5fY9bVl1Wj4PIM3wnduWop,301,0,155,146
0rUL7vUZmCKxB0gS83W3aM,301,0,3,298
0cLS7FslBJgsuWwJNRnPWB,301,0,0,3
340UVheS8z3ncW9TTUhAbc,301,0,3,9
5hVghJ4KaYES3BFUATCYn0,301,0,10,2
51RN0kzWd7xeR4th5HsEtW,301,0,0,0
1s9quTXJB7oYzQFnzCt85S,301,0,0,3
4f8Mh5wuWHOsfXtzjrJB3t,301,0,0,0
5LrxVF7fpZZdbB7zy6MnIg,609,309,8,28
1idjI8gtxgHjy8KyZamY6o,301,1,33,108
2PIWldP9oUhb9iqe3EJh1e,299,0,0,21
42G4V7gX7cbV2O1HBVanEv,301,3,0,2
4YbZBChhX5SkLhNJcvvhuD,301,3,169,129
4MsUsFfWseB9M2plGJyuIw,322,24,2,36
6QwFUcPc5nhsqZuhXUYtV7,294,0,75,219
4tbC0eXSu3Bd5gnPoY3YXB,294,0,0,6
543bCW2ruMPmxUBWirQ3MR,294,0,4,14
7sRBlhkgNQq1OOFoiXxdAP,294,0,12,46
1DFD5Fotzgn6yYXkYsKiGs,406,113,80,213
3h3fui1QXImL2zRcs9v2Lc,384,93,70,221
4tNXntkAzQ5A2dfYRYGIIQ,295,4,8,2
5qyFts6geTWeNbMeYQcPai,584,294,0,0
2oEiP9LTNw1xMc0AhpJfSL,330,41,7,35
23eLpLRI1NZejKSQfxHGfw,1079,790,0,0
3ufbWtzQSxYyIhllnGgKJt,518,230,0,0
1HpzOCZbNWzxvvXfSGtSrX,288,0,1,6
5PYQUBXc7NYeI1obMKSJK0,287,0,0,62
2WyRfGeHo97VC5mP1BBSzr,287,0,0,54
3X4vxzjSiCtmZY2QRumOKW,287,0,19,120
72N0CRIAqjETbhghrkCUW2,336,49,72,215
6vjymPak0JRQC2P84XlI9t,287,0,0,0
42zePe03Iq8tvFcJAIKkp8,287,0,0,0
0uZd8cKaTyNogTREourFY5,287,0,0,0
34mnEACakE122UwsaaoMSL,287,0,0,0
3DB14jHq2qNoByUN5W2gz1,287,0,0,0
1U4W2b7SdGXjNuJ7K591Re,287,0,0,0
05CwHjIk71RXVU40boRMnR,287,3,2,47
3U4isOIWM3VvDubwSI3y7a,2387,2103,9,14
4rmLkydzgiALPSBQs3veCR,287,3,0,2
7qEHsqek33rTcFNT9PFqLf,301,19,147,135
3FSzLjfPDHKgVFpZgWknqk,301,19,29,0
0n2nEtLP3OzDdi12ziIekx,338,57,0,0
1JSTJqkT5qHq8MDJnJbRE1,13419,13138,45,71
1FSn7B4RfmM7USp7IbCCwd,318,37,4,3
4c1WgUnHXq2LEncGHKgj1I,280,0,0,1
4Jba76DjAcgEvvGfIopNTl,280,0,4,4
22vgEDb5hykfaTwLuskFGD,280,0,3,63
0vrmHPfoBadXVr2n0m1aqZ,281,1,3,17
3CgZi8DMUftJHK6WL2gKc1,280,0,10,270
2x0RZdkZcD8QRI53XT4GI5,281,1,0,6
0DiDStADDVh3SvAsoJAFMk,280,0,0,6
3mOTImYvsTNYV72s66e2pc,354,74,2,35
3tu0GkIZwwkmILoD4HemBq,330,51,64,215
7o6mPqSSF4AqyoljLLfYz6,280,1,12,21
38KJTf0TiQAhb5gPNQT3Bp,280,2,0,0
3CrzNxy6e6MiUSBPlzCKFO,294,16,0,0
161tk6AjNHvS8LC7Y4MHur,274,0,1,111
2SC14LGDbRWRlyLg9Wupa0,273,0,0,83
29fRTIKsJhLUJoldM89GZS,273,0,0,48
6PrHpASrdyqydEKc8JFmEX,275,2,22,68
5KPKjcE2trO2hBWRzkb2Mo,273,0,0,0
78kar2tZk7655xZMibzXO3,273,0,75,195
7FEwp8BavoEVE3AnxJDchc,279,6,3,10
1HEr5uCRyuuLlVCOB1RiTE,274,1,3,171
0HocIafyaS4C7rDGTJXYnj,274,1,118,147
1aze584tZXAelX8ACSzOor,302,29,0,0
3sFIojiwyMR9vQ5ESX8TNU,273,0,0,0
4EoMHVpNZTLVfAIgYzfufZ,273,0,0,0
5XkyZyKMdFungjDb9cUKc3,273,0,0,0
5U7kmv5bWqejF4yDMmiz4H,273,0,0,0
0dZVjzzrF5CBxyyqVpFxYo,273,0,0,0
3TQJbkDwICOsUnNrUdUs3F,273,0,0,0
4ow47hEGWz7eKykRH3npQP,273,0,3,43
6mfu6jyFgvnXeTPQrYNs8d,273,0,0,0
1g1KZTgP2crk4QMOIZXlcA,273,0,0,0
1UGYO1Ruzfccbn36qmn2qT,273,0,3,1
1s3FJ4mqVXodFLUMmrLYjO,364,92,1,14
0h9xMQP3ctuibd4Ce2037O,301,29,48,177
7FXjPI4dE1Eian6Exy6VEa,275,4,1,52
6eK68flOp1XqQtbWohsdNE,275,5,0,1
0QopfywHKJZH8bnt8Cj9qr,268,0,2,14
0TK2YIli7K1leLovkQiNik,266,0,3,31
1a1KuK97CSE29fFqufkheK,267,1,23,55
24wIxeVejXRhYJPrOFpJbg,266,0,0,6
1ZDmxwg7Lywlx68b7SsJjj,266,0,0,0
31yFXM26dazFnWI2eoOM5R,269,3,148,118
70sKIAQgaVN2zWEEyOpyMZ,266,0,0,0
2pkiYFWrja3oTlTwDaTypd,294,28,5,29
6fTt0CH2t0mdeB2N9XFG5r,266,0,5,78
38QKJTzaFlztlSViXASTpm,267,1,0,1
4O4HtthxTvVL1Z1PuDb7GX,266,1,2,0
2RegUmAI4EGqpXXx95rBMB,266,1,2,0
2pmhboG1a2XfDiTvMwO8sd,266,1,2,0
42t6dJM0L2svh709ksEuhn,358,93,8,0
3TvRRQj7qg8GOD612X9hKT,351,86,92,101
2Cm5PX1a4uhcEy7D0E2gTV,437,173,0,0
1BeAxDuc9FbQNWvXWlO66W,262,0,1,35
6iW38RGqdDGOofmz2HeXLW,280,18,48,214
6J8UJNZrIwvcpsWHvSkwXn,836,575,162,69
1nqaSoiLuqevDes4S18sO7,260,0,44,211
4NLfKIsRhP1cve1kcrYg40,260,0,0,136
1f38Gx6xQz6r4H1jGVNBJo,274,14,26,1
1nVIlX3h3Ds9bH6JMQopIU,259,0,52,3
4evmHXcjt3bTUHD1cvny97,259,0,4,9
2KyXyTrp3kp1Fsg7B1osYD,259,0,51,208
0wryAFpQqHTvhteQx7ZNp2,259,0,3,171
2bbFhnxYjeb9jYEX2MDKLQ,259,0,33,154
6m1wf8PDHvXZjbI0Rrolup,512,254,5,6
2kOmW169C7UV4SZDN9u0YO,276,18,126,132
59tSlCFPJFirBx0brfxaRO,294,36,0,1
5yzYGjKIHJA4DNgDwBB8a7,259,2,1,10
5r0x87jwTbkVjA3FQNOykz,261,5,0,0
10cGYECUNpFbVCZUMLGP5r,361,106,6,0
4ak7xjvBeBOcJGWFDX9w5n,266,11,0,0
2WXpTKDvFRRAKKwaNbT6OW,749,495,0,0
7Gk5OrMYaMRtT2JmgJVAfk,252,0,97,155
6vBdBCoOhKHiYDDOcorfNo,252,0,4,149
3NnW2EqJxvHYrRy3upaznl,252,0,126,126
2FGhB10Gon36GgFcOTMQEW,251,0,2,249
6V43u5SCjkfMpxMAXRPifr,256,5,48,203
0dWOiVQwoUYTtXD0VVgmJQ,NA,NA,0,1
0Fb8EGunEFldoQBZWJX2mk,357,107,8,5
1lTsRXDMWFbsFjQGkbL5TX,358,110,36,120
1tC5WMSlsGDFfqnrquB1ty,247,0,0,8
5qmq61DAAOUaW8AUo8xKhh,315,68,20,49
1BoDeH9mShHMX9NWzKSz4a,371,124,26,65
3lEfEePgxGH2WwsB5fHC1K,246,0,0,13
5UozeQwsAUQ2D0o3dchDeS,266,20,3,16
0hVXuCcriWRGvwMV1r5Yn9,245,0,3,242
7sl95MXCpM8WWsaH1BqvR3,245,0,16,229
3yNZ5r3LKfdmjoS3gkhUCT,246,1,0,61
4vUmTMuQqjdnvlZmAH61Qk,245,0,0,145
03Ih0yoTF85crrHUtLUoHF,245,0,2,88
5uVgsAzjO6eJR06VPrqUga,246,1,0,39
2PqPSf3gtTED79rWGwVtYg,357,112,173,72
0VsGaRXR5WAzpu51unJTis,245,0,0,0
70eFcWOvlMObDhURTqT4Fv,245,0,3,127
1DhRbox3xkceP64k3JeYfW,245,0,3,7
4wuCQX7JvAZLlrcmH4AeZF,245,0,0,4
0wshnPflQAjMVaCDIraSWk,462,217,9,42
0AtP8EkGPn6SwxKDaUuXec,245,0,0,0
4oRI9c4EmcKo9kbgVM8zWP,408,164,40,90
6hrV6KYL9zM8vFAbOSxFHY,245,1,85,102
2XmMPUlHyyb7VuiNiI5pzN,245,2,0,0
709F4UQ2uKplKvcD88xffa,462,221,48,134
1U3tv41tFRgOfbytpuYQrR,238,0,59,179
6b2RcmUt1g9N9mQ3CbjX2Y,238,0,4,128
6ucmgsair6pvRYfwgvI6e0,238,0,0,5
7KqeDL2CLfxSKSxtofrWOI,238,0,65,3
1zI3RU0boCVsAXChjCvESu,238,0,53,185
41GMwa6sCB3iA2aS5T30iE,346,110,20,144
6qR1DhILkxhbxivh8HUDaP,240,5,0,1
3Y7MHz19qCg1Pkxridtu1k,234,0,1,8
4k20Ie47EcWtS4wMBn8w8S,287,55,78,154
1fBXSMOusjaj7GjzErHmUI,232,0,0,0
1W0VrxYy1cCuaKe2ZplvMt,232,0,0,0
5GsJcnO3rgpZFOrzL2EISO,231,0,0,103
6v3KW9xbzN5yKLt9YKDYA2,268,37,10,221
2YpeDb67231RjR0MgVLzsG,266,35,4,223
6woeVu3fVMflqen1t4N6pg,233,2,3,2
660eekzsNZ7sdATvfIsAkR,232,1,0,90
5GHA824FwkHeBl5u1T6kLj,462,231,152,79
6osaMSJh9NguagEDQcZaKx,232,1,54,13
2bT1PH7Cw3J9p3t7nlXCdh,268,37,6,21
4PPDQXJyssNjkH80bSDmsE,231,2,0,3
3Uq45ipGutypFPmETfaoaH,280,52,59,169
5dKesZwp6deuhEeW8F1UEi,231,4,59,168
2ksOAxtIxY8yElEWw8RhgK,238,11,50,33
6XHVuErjQ4XNm6nDPVCxVX,259,33,5,30
0F7FA14euOIX8KcbEturGH,266,41,39,48
0Ryd8975WihbObpp5cPW1t,224,0,0,67
76A0QqpRJQwn3NCqqlNlqi,224,0,6,31
2qiqXQ2Suc253bR7k9AKVD,310,86,70,125
59WWulo1LM0njpIkcduCMn,252,28,108,116
08UdofkasLRh9uQLBlesks,549,327,49,0
11Y1IGMIThaxu4ijcXRNYs,640,419,36,185
0BvvhRyleab8gLZLU7QrhZ,311,90,0,49
4NmE2ytXI8S2svTRSmEdpO,217,0,0,6
3vSXPjfcebTt5mB8DXHWM6,217,0,211,6
5JlaPIRxVrZ6ZjJ8IZzSEk,217,0,4,32
4vKxWENeZqTDREw1ij7Oen,217,0,30,4
3GmJxfnUDrIs1iCfKUELFz,210,0,29,181
0bzbvANY6oETSJLc0wlVGY,210,0,0,6
0rIAC4PXANcKmitJfoqmVm,210,0,3,45
3GRYbb9KX2iGeLMur4FUVs,210,0,3,4
44ADyYoY5liaRa3EOAl4uf,210,0,0,33
4pnlRYoaaGu24SuC3et5Pv,210,0,8,202
5G3NKZf1Gqs7dQnY4Miliy,246,36,17,8
0BNGeZfk8vEB5uXM6z8MBy,210,0,0,131
1qy7aOHnfnOMJoT1fhoLYG,210,0,76,134
4mkagJJ8AM1hzeyrgAJc3x,210,0,10,128
0h1mVA8gOPR71lxSeY67uT,308,98,42,168
2vHshN6rsDYqoiZlMhfRpo,353,143,40,170
23GNCotvXa7WPvgYuruJjE,217,7,15,178
34D0w6kVzuQ35vyHIFrWTC,210,1,47,137
1uryupl9hqVZYurJwH4G9k,210,1,130,79
6Diq6oBnDVzsrNcRllXRbM,260,51,103,106
7839ftFbaOqSwZSEVqazkD,210,2,1,1
0J6cINt02c8UQqDG7vLShY,206,0,90,116
61vDGoB9k3ximR5YNzjmBc,386,180,62,36
72xB2J9ZeBl0Rzxq2XmzdY,644,439,6,199
1CzywvIGHWkOu5BTLPmIZC,231,27,31,11
5gvrBqNFFEWcxYPt3mamvJ,204,1,0,203
1dGr1c8CrMLDpV6mPbImSI,203,0,0,33
3RauEVgRgj1IuWdJ9fDs70,203,0,0,13
43rA71bccXFGD4C8GOpIlN,203,0,0,4
159ntSAEWJ9zIMOSXmQ530,204,1,102,101
6RRNNciQGZEXnqk8SQ9yv5,203,0,0,11
4y5bvROuBDPr5fuwXbIBZR,203,0,0,3
4H9vyrlKZpzd1FW3oupnzD,204,1,16,163
2Rk4JlNc2TPmZe2af99d45,203,0,0,6
5aayWOEE7u7bxZ3r7dwIrX,203,0,60,143
6nI98wtHOJAYSASq22TCYu,204,1,0,0
4AYtqFyFbX0Xkc2wtcygTr,203,0,0,0
1BxfuPKGuaTgP7aM0Bbdwr,203,0,0,6
214nt20w5wOxJnY462klLw,203,0,0,4
2YWtcWi3a83pdEg3Gif4Pd,203,0,0,3
3pHkh7d0lzM2AldUtz2x37,203,0,0,3
12M5uqx0ZuwkpLp5rJim1a,203,0,0,3
30AgVEbyzQzDofQgikkD99,204,1,0,7
1LLXZFeAHK9R4xUramtUKw,203,0,0,0
2dgFqt3w9xIQRjhPtwNk3D,203,0,0,0
5hQSXkFgbxjZo9uCwd11so,203,0,0,0
28aEiMfveru430xmXhDCy3,204,1,0,3
1SymEzIT3H8UZfibCs3TYi,203,0,0,0
2Sz00SuzTybkhvO80veJFa,204,1,0,0
3scxNsR5AZCUnHzTlEhG6h,204,1,0,0
1fzAuUVbzlhZ1lJAx9PtY6,203,0,0,0
51Fjme0JiitpyXKuyQiCDo,259,57,26,176
6MhQepBa5fq6GAeOKBlUd2,512,314,0,131
235BOGYon3gz23rKrtNwle,512,314,2,131
0Oqc0kKFsQ6MhFOLBNZIGX,196,0,0,6
7MtVPRGtZl6rPjMfLoI3Lh,196,0,0,5
4VginDwYTP2eaHJzO0QMjG,196,0,6,0
141xCZ6pvh4ymCsQkOFX80,228,32,43,40
7vRfxLcDDwgYW2WTrtEgUV,196,0,0,0
3RIgHHpnFKj5Rni1shokDj,196,0,0,5
2mdEsXPu8ZmkHRRtAdC09e,196,0,0,3
5tyMJlMqaggzvuX7TtlrTe,196,0,0,0
6OG05bPAwUuV3OMvy2Vy1P,196,0,0,0
7oTE1KmtU2ml9zBhv9Reao,196,0,0,0
4qUtC2BwFC154Ha8YQRrkk,196,0,0,0
3hwQhakFwm9soLEBnSDH17,196,0,0,0
6ERZ30cRjVWGtVLhczX9aL,196,0,0,0
4CPhkF6SboNZoZfjgaEYME,196,1,3,92
3u8L63t5b4lX6m8ptinPdU,316,121,21,21
3MkdA6vwF0ifRl86yzTlJW,191,1,18,172
3UYiU57SMiAS5LqolhHJw1,190,0,1,20
7LzouaWGFCy4tkXDOOnEyM,191,1,1,76
0UavwCicOnQwMuh67yaxM3,203,13,17,42
2ZWCFtbgpxCgb6qR0yHAkh,323,133,2,85
7C39RtGhnEw7cyf0Pyw7PV,189,0,0,9
4RC2nzqaQygxoVQOVv3XlT,189,0,31,158
44pxxRrhiDGuHYP5HjadGF,189,0,0,0
6UFEJuDXQMWhL5UH5f9fUR,189,0,0,6
2fvxmRWpeqZN8xatpB66pC,203,14,110,43
0Yde1VrWbGF2Tus2AQhMuT,189,0,0,0
4VqTRBvYg0z8C4nsl4Hupy,189,0,5,4
01iuzK2ziYAVE2n9aSXbWp,189,0,0,0
59PYPDxTbqJpiGfyogPb5h,189,0,0,5
2ve5NyzWHUbIYxL33goCX7,189,0,5,2
4LIbjDbLweGCrHVw8QbMSb,189,0,0,0
4pl0csAczZemDLdyNYOmxT,189,0,110,79
2plUcsOZm6pi1kFUncqLni,189,0,0,0
3hFG4jR5stnIQJDI64KlJY,189,0,0,0
51MMC5DogGZAnHil5HQAXg,189,1,4,4
77Y7tccX9Hx5iClDr39uy9,189,1,4,4
4Yq3XUNfWrAPWuB94qkC09,189,1,4,4
0abrd2vT2W3JZBDNezUY7r,189,3,98,88
7po7c8LzxTZ0ybU41qT5gD,189,3,0,0
1owErGXMkNVCgCmCjI1vRL,183,0,23,61
5MArTXEVyKBwoodjdy04fk,182,0,103,79
3NkJNL3WqO1Lqc3uNDxvCN,182,0,0,54
2SKcNPi9XS3BzLkcuamNBc,182,0,9,4
1000nHvUdawXuUHgBod4Wv,182,0,3,37
1aoE7gCfsYOy2m58kvj5T8,463,282,0,0
21jGcNKet2qwijlDFuPiPb,189,10,3,176
7CZyCXKG6d5ALeq41sLzbw,189,10,0,9
1rgnBhdG2JDFTbYkYRZAku,308,129,112,67
5IY2enDZLjT1HjOJx6btF8,357,178,0,0
6moU77g9RQyMzHNuKEaQKq,273,94,10,42
0RiRZpuVRbi7oqRdSMwhQY,189,10,0,164
05mDaV9Vb3wrzjF6OPZnhq,189,10,1,22
7sWRlDoTDX8geTR8zzr2vt,189,10,0,4
6EOKwHETwSkZ9gW2b6ASE0,196,17,3,1
1DdEU9f7uXklMx6Dm0Mdwq,273,95,72,106
1KfUO0suYEsjcJxo8on4B8,182,5,8,13
6hqQPoB1yYKcLfByfxO8he,175,0,9,166
6RtBJYQuduBYuDmX5ww6rW,175,0,3,68
6UnYL2ZUw8Vg40RRmFrrcI,175,0,1,55
11fhHtpcGu5c0ACctrmdru,175,1,5,6
7yfVmOVRrstIgkNPz45tAJ,210,36,42,29
6TDPTk5c9r1aAaLEILqNmA,175,3,0,2
212vnqZwMwICoaG7GG8oWG,739,568,5,63
14kRWkCWBYfQqILflEcpSJ,175,5,40,130
3umEJoDv6XsoBKlmi7eGRg,189,20,45,14
2M53M7wYGFjUMlHIXhJoqW,224,55,4,49
0FOe9rYciemlYvjQNpUHRL,172,3,4,9
11xOwUHV7P1q7UpEQuMIrx,168,0,3,128
6wyr4ReB05D9sJB1Rsmcqo,168,0,0,0
7ogonbgnGve7jxciLpcTCa,169,2,0,0
37ZJ0p5Jm13JPevGcx4SkF,12490,12324,1,1
2zv8VuCCLdcSIefH3BOeuu,169,3,7,0
5F8ffc8KWKNawllr5WsW0r,170,5,21,144
6gBFPUFcJLzWGx4lenP6h2,1274,1109,29,133
484HHqXBpNz93sc5gajE8v,196,32,1,7
52vPpP2gEYaBROIS77J38P,161,0,25,79
3eekarcy7kvN4yt5ZFzltW,161,0,3,122
40nPimvmG05WYS7983bawZ,161,0,0,3
430umKhe4mL3R8BYQvefB8,164,3,1,15
2wrJq5XKLnmhRXHIAf9xBa,161,0,3,3
5pddmkNwatcLOEqDqj7xEp,161,0,0,62
3gWIsIhg966ojnMbgumkW9,161,0,0,16
6poj56vC9JUu1yHTsv92WA,161,0,0,8
0VKlekNsxAGFjimD9MPeOq,161,0,0,22
3N6isgIE6SAFbRfRIbQ3sd,182,21,29,114
4tGhPwNEdXR7qJNLsvqRqw,336,176,41,5
3LlAyCYU26dvFZBDUIMb7a,2747,2589,0,1
6Qn5zhYkTa37e91HC1D7lb,994,836,0,0
2MOq63fxuFLYQM3CsDcFs1,203,45,57,101
0CgMeXQiNYJxPVQ2EMJxdL,164,6,65,93
7aiClxsDWFRQ0Kzk5KI5ku,203,45,23,77
5u3x2zYLPJ7G9kOE8mUKcW,157,0,0,1
17rF54WvGGqPVxDheq8PP8,156,0,12,142
2b8fOow8UzyDFAE27YhOZM,175,19,21,135
0EsftWIxQKCoCz5HZtlpkW,155,0,0,13
1COly0kisSWSrcUQkXUMcF,155,0,0,1
6rL40EhmdDeEeqS0FDZ9Ab,155,0,0,5
3n7ZwCXQUZekntN3f7dzwD,155,0,0,1
4JwwAxvprUGhrecdjSjfHN,155,0,0,1
65qfqXncAHuQKC3PsRvUl4,155,0,0,1
3mPz8WMo0zOWMxezQjyc8n,155,0,0,7
08GP0v6joOh66lbc2o1TZK,155,0,0,1
1VWP1gMFZ0evB00h3UOyAs,155,0,0,0
7F1zq85VD9smyJQF4Ae2fB,155,0,0,0
2plLJpUcYPFrl1sW2pMG63,154,0,0,44
2PWjKmjyTZeDpmOUa3a5da,154,0,50,104
4rnI4obabjGCPI2CCCs5VR,155,1,75,79
46D0hYb1B7qiU33VtXt21W,154,0,0,0
3kySOLOrkLeOPvu3HXEgVz,196,43,52,14
1YAtg8jo5fR3Q01eO2jPTl,238,85,42,106
6bSvoJ36Z446sBPf7NEhh9,203,50,7,42
1HbHkYYdpd6qBKQbQ8Xr3X,179,26,7,0
5nCthAh3jt4xKuLJAifAaR,149,0,1,13
5n8Y78Pl5q8lqS7sJP61qw,154,6,143,5
6X0XdIcgwfVa9orJnDMQB0,148,1,0,147
1AfNdxHdE4OLcnQUyC6j3i,147,0,19,128
6lK3nCiigk34SGqEjpQoqO,147,0,68,79
76gCEZkHTzU8lY3aY6mFRM,147,0,1,14
450ngaSmjQMdJFVzCADNQB,200,53,7,100
65i9Mc7h1CG7ssI1OhMPcT,147,0,4,143
1HfMVBKM75vxSfsQ5VefZ5,142,0,0,78
7t0C6HGiRKIT1Av8tlYNuY,142,0,0,0
4yI3HpbSFSgFZtJP2kDe5m,141,0,0,35
2QpGZOhTCHHiKmpSO9FW4h,140,0,3,8
39JRmdKFka1Oe09FoOCPI4,140,0,0,1
3K16ZsnNjOTY1Esnrx0rQg,140,0,12,91
6YQlCOZnlFmqeciAh58fDE,141,1,0,0
1WnqWQcWcuQbVzgE7ecfCY,140,0,0,0
4qUrEX5wbzDd0g1429NKne,140,0,2,1
3JWiDGQX2eTlFvKj3Yssj3,140,0,0,0
1psCVg04oOY36IqUVyRfhO,189,50,15,3
1L4FkMHbsJWmNmXLFtgHmW,245,106,21,29
75G8U8YHMcHirBsO0we3zR,154,16,49,72
4zZ2rPOa8itw3VuusVSicv,330,193,35,102
2qD7VoDYcrAPY0cVEfpsR5,135,0,1,134
07Oz5StQ7GRoygNLaXs2pd,140,5,0,0
1iQDltZqI7BXnHrFy4Qo1k,169,34,1,0
29caulxU0jxucdVIyhSJTc,134,1,0,32
6WrI0LAC5M1Rw2MnX2ZvEg,134,1,123,10
6ZWkf3FDQQmyeel23ECpIP,134,1,23,11
3J5Pu25BODMex4Jpy4l6FL,140,7,133,0
3pDmxI5F2cNRcTxOd89TjV,134,1,0,3
7vJS1DPc3FzBtqBs8n3mW5,133,0,0,0
10uczVS4TvP9WkPrQRANBx,134,1,0,14
7tcdlstpbIqvBBztPHqiZp,134,1,0,0
48CAeajgzcGJaVUSsXd7h0,147,15,126,6
6cy3ki60hLwimwIje7tALf,153,23,99,31
7qLnSuxwLNlcapat8OCWZp,128,0,2,93
7CHi4DtfK4heMlQaudCuHK,154,26,117,11
6zegtH6XXd2PDPLvy1Y0n2,133,6,0,14
1HBrxfreCZDstJMYVzgRPM,126,0,0,26
5DqdesEfbRyOlSS3Tf6c29,126,0,4,9
5bHx1IT5vfbM067r9p0S0P,133,7,0,20
3rswBEKYvgG2lEn6JCrHmk,182,56,1,5
5SlJmgH5SJXlRG5wvCXG9e,133,8,0,0
49N07rRWNp03L2HPCogaF0,189,64,43,65
7wAQTVTggrFQ4bceY6e3GE,217,92,106,14
5C0ivQMxes2lWuOANhvVAm,124,1,0,7
6GfRv9IRF7rcJLss3kEw6d,123,0,1,2
0nDnvGagGAQP5vpgCyS5yH,162,39,122,1
3QpkDyuXdjxhIyLyKtyC6O,126,3,1,22
563yuGweEqRVQtjfsDVRyK,147,24,112,11
4BkjISAYyQ6OMnEpzpQxgA,122,0,20,45
3i9UVldZOE0aD0JnyfAZZ0,121,0,0,1
3ZCTVFBt2Brf31RLEnCkWJ,121,1,4,116
1PQRwFvNM7xV65bIkHmDtx,123,4,3,9
1e9oZCCiX42nJl0AcqriVo,117,0,1,24
6mX7ERpt8gb2BjWtqXkz9p,126,9,6,4
75qv4qnNhOyZXzq2fHBjdI,224,107,7,4
4pq5g8DHg6lX7gDqu4OGlg,119,3,7,8
2G7vVF2QPQtlnQ7EQntij8,246,130,1,14
2bPtwnrpFNEe8N7Q85kLHw,114,0,5,109
4lKuzrdZrJuCAedbIslF3A,112,0,20,92
2BU6XXSG8SqiptRuj6EiLA,112,0,63,1
7sYAS4CpbV90oSemgaEQat,112,0,83,29
3rDAHk73LZmgJIyGZstWQ0,112,0,33,79
0WqNOaLQlWh1q11NSHunmu,154,42,2,39
0RiKAq1SfF6rfYcWpjB2T5,112,1,2,3
2KGYg5LBQKpA4Js8BBcOkn,5550,5439,0,1
4rXfZWzgv6L4IoZ23bdkal,115,4,1,27
6dkh4ByQDG4Uqdt1Zp33Gi,150,39,0,0
7HLU2aJTAQfSIgJ2dMASsP,116,6,8,102
696DnlkuDOXcMAnKlTgXXK,155,46,77,32
5aJEh9Oqdz7PRLKTpH25pB,117,8,0,14
57vxBYXtHMk6H1aD29V7PU,107,0,0,8
2RMOwSvOGQyy985Vx4VSGQ,105,0,10,95
5qMnAsvgTfHMd5KQpzpnA1,105,0,4,1
1fZgxJgmmOl8zCyHgcKAWE,105,0,0,5
6aTrO4wF0wQA6RrVp9nVrT,105,0,0,0
3K2VA0D9DCYn0BCzFSA2Wk,108,3,3,2
146Vb458Y5RbqEa0fYFPzm,105,0,105,0
48WH0pDGDftyxu9ru4WV0O,113,8,2,0
1TNXJFbHrXe3gVch3HxD7p,105,0,0,3
4YNpbmyD7RQUhyBbu8V3HD,105,0,0,0
22AAo9zdJD18OX6tC1VR95,105,0,0,0
2qvSChyYgm8ybTncALA4pD,105,0,0,0
0uYwzkmWFcsu9qU6Z1XKfP,105,0,0,0
4oOmRoG2lWjv6COrTT8Z28,105,0,0,0
0sf12qNH5qcw8qpgymFOqD,105,3,93,9
0Khj227M17pFl6YepviWtH,102,0,0,0
7yYsyXQa2JgbyL9fkEiUNt,100,0,79,21
63SHcJzckFykS8faA5zojY,206,106,79,21
2Q9TaUXNM4mNSCgJjbmsJe,99,0,20,79
1vG3YuKRYqPwTmNmYgqkpg,98,0,7,48
17Ryox5vWKp92IDW87C5PI,99,1,65,33
1MmS7UIy3J1BTxfGCRvVqN,99,1,93,5
3tv697PZNnaQN0Mn2zGhS5,99,1,29,69
1M4qEo4HE3PRaCOM7EXNJq,98,0,0,6
3yOlyBJuViE2YSGn3nVE1K,98,0,0,98
3WjSkl7VDWY1prwJw7dSG0,99,1,93,5
6BbrFCo6qJVHCRNfvXObti,98,0,6,35
24YUl9cgjcEvgJTr2WIT1q,119,21,19,79
6mdU8glNHYdBBj5DuKSL1B,99,1,66,32
073ILU1C3APNRGF66VhtyA,98,0,0,0
2ogKhhoMClkFXek7ZgxAhN,98,0,0,0
0sHc1EEeOnmgjP6QmsR7px,98,0,0,0
4jFD7byoPdGkEdjHLMduR9,98,0,0,0
285pBltuF7vW8TeWk8hdRR,459,364,0,1
6kvoHl80mfCVTv7XnZkjQn,10890,10796,0,1
78TnMTAFmWUWWCgNXR7D3K,11468,11374,0,1
4UUtssVRs2aQTLQCAAtZg1,95,1,15,79
4TnjEaWOeW0eKTKIEvJyCa,525,431,65,29
22rcaYTa2UgcLCbeO0NoNj,92,0,0,92
3jjujdWJ72nww5eGnfs2E7,91,0,0,91
6e8X0VVUO6BIZMnDvICDOR,91,0,40,8
0R17DVcbWdNkZRv09VWCIB,91,0,0,10
1ZMiCix7XSAbfAJlEZWMCp,91,0,0,1
2IOFZdYYkFxEHVz1w34PoL,91,0,0,1
3YqLyRFwjGuPBT7EHoyQH7,91,0,5,86
3GSGW5pQhHKBmmQLebX3vx,206,115,72,19
5Vzpmk27VQ9M77SCkSkERq,91,0,0,0
